BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,number_of_activities,ratio_parking,ratio_building,ratio_dominant_use,building_age,supericie_by_building,superficie_by_activity
SPS-District K-12,K-12 School,1,DELRIDGE,47.52915,-122.36511,1.0,2,12.815522950068319,0,367884,16.32230230572332,5.608922193632241,1,0.0,1.0,1.0,6,183942.0,367884.0
SPS-District K-12,K-12 School,1,DELRIDGE,47.51778,-122.37074,1.0,1,10.753574377286979,0,46797,14.545901017072534,4.296877159632186,1,0.0,1.0,1.0,58,46797.0,46797.0
NonResidential,Other,6,BALLARD,47.67767,-122.39631,1.0,3,10.933106969717286,0,56000,14.43137731639141,4.083283614862676,1,0.0,1.0,1.0,43,18666.666666666668,56000.0
SPS-District K-12,K-12 School,2,SOUTHEAST,47.54174,-122.27691,1.0,2,11.11796993724665,0,67371,14.570908801673466,3.836437018471551,1,0.0,1.0,1.0,12,33685.5,67371.0
NonResidential,Self-Storage Facility,1,SOUTHWEST,47.54508,-122.37737,1.0,2,10.860689874916698,0,52088,14.135794975988865,3.8916161956504833,1,0.0,1.0,1.0,47,26044.0,52088.0
SPS-District K-12,K-12 School,4,LAKE UNION,47.65708,-122.33803,1.0,3,11.758034009862948,0,127776,15.373262888549842,4.383026135006965,1,0.0,1.0,1.0,6,42592.0,127776.0
NonResidential,Hotel,3,LAKE UNION,47.62972,-122.32906,1.0,5,11.72739147509075,30000,93920,16.053362870953716,5.735281141715572,3,0.2420916720464816,0.7579083279535184,1.0,18,18784.0,41306.666666666664
Nonresidential COS,Other,3,LAKE UNION,47.62759,-122.33661,1.0,1,10.819778284410283,0,50000,15.836900095494766,5.41916237624024,1,0.0,1.0,0.86,116,50000.0,50000.0
Nonresidential COS,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1.0,2,10.825601297713073,0,50292,12.972641480192191,1.0986122886681098,4,0.0,1.0,0.8419828203292771,90,25146.0,12573.0
NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62782,-122.34045,1.0,7,12.243638143416316,54341,153315,16.22892013193277,5.823519156258534,1,0.2616875987209616,0.7383124012790384,0.6818536425626999,18,21902.14285714286,207656.0
SPS-District K-12,K-12 School,6,BALLARD,47.68359,-122.37308,1.0,2,11.115949224257971,0,67235,14.641497407588153,3.894266283838887,1,0.0,1.0,1.0,17,33617.5,67235.0
Nonresidential COS,Small- and Mid-Sized Office,5,NORTHWEST,47.70044,-122.34136,1.0,2,11.420042337490173,0,91130,16.063888430999796,5.169176322224807,5,0.0,1.0,0.6361022714803028,59,45565.0,18226.0
SPS-District K-12,K-12 School,1,SOUTHWEST,47.54025,-122.3885,1.0,3,10.970230705529843,0,58118,14.15716736714661,3.058237478905388,1,0.0,1.0,1.0154169104236208,25,19372.666666666668,58118.0
NonResidential,Hotel,5,NORTHWEST,47.70916,-122.33216,1.0,4,11.08049503863161,0,64893,15.63970898201673,5.3387872991017495,1,0.0,1.0,1.0,48,16223.25,64893.0
SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.53809,-122.29591,1.0,1,11.167077412430533,0,70762,15.098225039374984,5.129188403540065,1,0.0,1.0,1.0,91,70762.0,70762.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60105,-122.33518,1.0,3,10.704546990290469,0,44558,14.33251838248602,3.341801171705499,3,0.0,1.0,0.7723865523587234,116,14852.666666666666,14852.666666666666
NonResidential,Other,2,GREATER DUWAMISH,47.59544,-122.33159,1.0,6,14.276700460177926,327680,1258280,17.90580425985252,6.794172161309965,2,0.20661302933239173,0.7933869706676082,1.0,17,209713.33333333334,792980.0
Nonresidential COS,Distribution Center,2,GREATER DUWAMISH,47.57199,-122.32811,1.0,2,12.096040121908695,0,179161,16.060085957235387,4.568817356522293,4,0.0,1.0,0.65570073844196,92,89580.5,44790.25
Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.57199,-122.32811,1.0,2,10.979172336560532,0,58640,15.183817931266617,3.3101779832749867,4,0.0,1.0,0.6962994542974079,51,29320.0,14660.0
NonResidential,Other,2,GREATER DUWAMISH,47.59085,-122.33354,1.0,3,13.974330605023127,0,1172127,17.888994100991038,7.1281350144736155,1,0.0,1.0,1.0,17,390709.0,1172127.0
NonResidential,Hotel,2,GREATER DUWAMISH,47.59269,-122.33372,1.0,9,12.034388312337411,14567,153882,16.35921969991006,5.961958493475206,3,0.08647721268751966,0.9135227873124804,0.8014651318796787,11,17098.0,56149.666666666664
NonResidential,Warehouse,1,GREATER DUWAMISH,47.57507,-122.35747,0.0,4,11.284769371832475,0,79600,14.69571898273284,2.821973947420524,1,0.0,1.0,1.0,100,19900.0,79600.0
SPS-District K-12,K-12 School,4,LAKE UNION,47.65996,-122.33962,1.0,4,12.392826033901445,0,241066,15.868602605808789,5.60200811364487,1,0.0,1.0,1.0,19,60266.5,241066.0
Campus,Large Office,1,GREATER DUWAMISH,47.52429,-122.31234,14.0,2,12.719997461833838,31874,302494,17.79456928891805,6.618138001895845,4,0.09532610776150828,0.9046738922384917,0.720714900947459,36,151247.0,83592.0
NonResidential,Other,5,NORTH,47.70281,-122.32532,1.0,6,12.947648019994313,335109,84739,16.027619697430268,5.090124002186512,5,0.7981674320230179,0.20183256797698215,0.7981674320230179,8,14123.166666666666,83969.6
NonResidential,Hotel,7,DOWNTOWN,47.61275,-122.3333,1.0,0,13.747544302184183,0,934292,17.99062500955305,7.401512055268403,5,0.0,1.0,0.5303866457167566,17,934292.0,186858.4
NonResidential,Hospital,3,CENTRAL,47.60705,-122.30966,6.0,5,13.3005413614454,0,597519,18.781309031121815,8.498281487130265,2,0.0,1.0,1.0068550121418733,26,119503.8,298759.5
SPS-District K-12,K-12 School,1,DELRIDGE,47.52518,-122.34828,1.0,1,11.180441265546872,0,71714,14.678973344792505,3.5901634811747787,1,0.0,1.0,1.0,17,71714.0,71714.0
NonResidential,Warehouse,4,LAKE UNION,47.65097,-122.34227,1.0,3,11.230522765406084,8161,67236,13.216184039336584,2.2648832258100344,2,0.10824038091701262,0.8917596190829874,0.8917596190829874,25,22412.0,37698.5
NonResidential,Hospital,3,EAST,47.60399,-122.32377,9.0,8,13.962801477629537,0,1158691,19.495992961993323,9.28122465361868,2,0.0,1.0,1.1652649412138352,16,144836.375,579345.5
NonResidential,Senior Care Community,2,DOWNTOWN,47.59626,-122.3218,1.0,5,11.540501720740332,12611,90185,16.128578414301575,5.2675488328764,6,0.12267987081209386,0.8773201291879061,0.5375598272306316,17,18037.0,17132.666666666668
SPS-District K-12,K-12 School,1,SOUTHWEST,47.57678,-122.38459,1.0,2,12.249998617723557,0,208981,15.915349280550416,5.336527954311789,1,0.0,1.0,1.0,14,104490.5,208981.0
NonResidential,K-12 School,4,NORTHEAST,47.66568,-122.31368,1.0,2,10.926891263606484,0,55653,14.135873011766675,4.288814252951703,1,0.0,1.0,0.9972508220581101,88,27826.5,55653.0
NonResidential,Hotel,4,NORTHEAST,47.66151,-122.31457,1.0,16,11.579274845511762,0,106860,16.295046058923354,6.1518173823164775,1,0.0,1.0,1.0,85,6678.75,106860.0
NonResidential,Small- and Mid-Sized Office,5,NORTH,47.71895,-122.29475,1.0,5,10.83484422108265,0,50759,14.961973522001337,3.893655348069961,2,0.0,1.0,0.9275005417758427,44,10151.8,25379.5
NonResidential,Worship Facility,4,NORTHEAST,47.66182,-122.31113,1.0,2,10.946798525419148,0,56772,14.707297406937489,4.437579593794131,1,0.0,1.0,1.0,64,28386.0,56772.0
NonResidential,Worship Facility,4,NORTHEAST,47.6626,-122.31164,1.0,3,11.542484267211773,0,103000,15.395402145078993,5.010168518506812,1,0.0,1.0,1.0,64,34333.333333333336,103000.0
SPS-District K-12,K-12 School,4,NORTHEAST,47.67723,-122.31281,1.0,3,12.503570138745067,0,269297,16.166728088403833,5.416944490306248,1,0.0,1.0,1.0,10,89765.66666666667,269297.0
SPS-District K-12,K-12 School,4,NORTHEAST,47.67184,-122.29221,1.0,3,11.227560705473607,0,75174,14.82121996695462,4.274719781685373,1,0.0,1.0,1.0,15,25058.0,75174.0
SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64052,-122.3656,1.0,3,11.228092662823174,0,75214,14.66320548236827,3.783734985126615,1,0.0,1.0,1.0,13,25071.333333333332,75214.0
SPS-District K-12,K-12 School,1,SOUTHWEST,47.57298,-122.39028,1.0,3,11.812422465466547,0,134918,15.156311221842424,4.24017501043364,1,0.0,1.0,1.0,11,44972.666666666664,134918.0
SPS-District K-12,K-12 School,3,CENTRAL,47.59096,-122.29985,1.0,2,11.073086279770727,0,64414,14.646320304837726,2.772588722239781,1,0.0,1.0,1.013910019560965,25,32207.0,64414.0
SPS-District K-12,K-12 School,6,NORTHWEST,47.67725,-122.32232,1.0,3,11.43428261037835,0,92437,15.347298880266784,5.303553633343283,1,0.0,1.0,1.0,89,30812.333333333332,92437.0
NonResidential,Other,7,DOWNTOWN,47.61103,-122.33238,1.0,7,11.765752082649536,0,128766,15.616792873947915,4.046728708280438,3,0.0,1.0,0.8523523290309554,102,18395.14285714286,42922.0
NonResidential,Residence Hall,7,DOWNTOWN,47.6079,-122.33266,1.0,9,11.585915669797602,0,107572,15.533354882600024,5.540753611242655,3,0.0,1.0,0.5943368162718923,103,11952.444444444445,35857.333333333336
NonResidential,Other,7,DOWNTOWN,47.60699,-122.33481,1.0,15,12.349653374007698,0,230880,17.94582015474945,6.072122450125437,1,0.0,1.0,0.8792446292446292,61,15392.0,230880.0
SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.55237,-122.31391,1.0,3,12.23057499611944,0,204961,15.918523229949708,5.420800450762585,1,0.0,1.0,1.0,9,68320.33333333333,204961.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63965,-122.3783,1.0,1,11.239619558462955,0,76086,14.999555311128786,4.619171705623905,1,0.0,1.0,1.0226585705648872,43,76086.0,76086.0
NonResidential,Medical Office,7,MAGNOLIA / QUEEN ANNE,47.61972,-122.36033,1.0,5,12.154779351142624,39000,151000,17.17350470943578,6.493814352392929,2,0.20526315789473684,0.7947368421052632,0.7723210526315789,89,30200.0,95000.0
NonResidential,Hotel,7,DOWNTOWN,47.6124,-122.35075,1.0,4,11.71430590850162,0,122309,17.052371280627565,6.966146821095692,1,0.0,1.0,1.0,55,30577.25,122309.0
Campus,Other,7,DOWNTOWN,47.61137,-122.34947,4.0,3,12.280604813414449,0,215476,16.994304531005692,6.460514596841257,1,0.0,1.0,1.007481111585513,21,71825.33333333333,215476.0
NonResidential,Hotel,7,DOWNTOWN,47.61069,-122.34653,1.0,8,12.446163771962913,38800,215473,17.098646515223493,6.660370263294893,1,0.15259189925788424,0.8474081007421158,1.0893803117122147,13,26934.125,254273.0
Nonresidential COS,Other,7,DOWNTOWN,47.60729,-122.34211,1.0,2,11.147642146494896,0,69400,16.512397076399633,5.709631999445093,1,0.0,1.0,1.0,36,34700.0,69400.0
NonResidential,Mixed Use Property,7,DOWNTOWN,47.6041,-122.33958,1.0,1,11.049301442688533,0,62900,16.156771023132542,5.932961111484582,3,0.0,1.0,0.5165977742448331,116,62900.0,20966.666666666668
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60271,-122.33557,1.0,4,10.941995917134532,0,56500,14.137806806239821,3.7891771754293,2,0.0,1.0,0.584070796460177,102,14125.0,28250.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.59486,-122.32455,1.0,4,12.223440939691265,0,203504,15.146631078792415,3.2729851505152325,2,0.0,1.0,0.7831393977513955,8,50876.0,101752.0
NonResidential,Large Office,7,DOWNTOWN,47.61757,-122.35122,0.0,3,11.520238658264454,26731,74003,16.096740953824643,4.223030903183424,1,0.2653622411499593,0.7346377588500407,1.0,48,24667.666666666668,100734.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61703,-122.35012,1.0,4,11.260121356237592,18504,59158,15.426427575982192,4.222297926532561,2,0.23826324328500426,0.7617367567149957,0.7997218717004455,35,14789.5,38831.0
NonResidential,Large Office,7,DOWNTOWN,47.61619,-122.34599,1.0,12,12.363076394339839,21790,212210,16.74197881613227,5.005756746645148,4,0.09311965811965812,0.9068803418803418,0.7426752136752137,38,17684.166666666668,58500.0
NonResidential,Large Office,7,DOWNTOWN,47.61217,-122.33694,1.0,25,12.821247473751159,0,369996,17.024541520817273,5.150860897080162,2,0.0,1.0,1.0376922993762094,27,14799.84,184998.0
NonResidential,Retail Store,7,DOWNTOWN,47.61229,-122.33629,1.0,10,13.449434418084481,0,693450,17.50596097746566,5.986929278306221,2,0.0,1.0,0.5207397793640494,91,69345.0,346725.0
NonResidential,Large Office,7,DOWNTOWN,47.61399,-122.33523,1.0,23,13.524819964448039,205076,542671,17.24902732923242,5.883628748240574,3,0.2742585393187803,0.7257414606812197,0.7254606170268821,16,23594.391304347828,249249.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61356,-122.33665,1.0,10,11.057361086186503,7757,55652,15.052222538669401,5.13879394603006,2,0.12233279187497043,0.8776672081250295,0.7137788011165608,90,5565.2,31704.5
NonResidential,Large Office,7,DOWNTOWN,47.61375,-122.33566,1.0,17,12.229740342830357,30000,174790,15.861873355920828,4.607766811835357,4,0.14649152790663605,0.8535084720933639,0.6935592558230382,86,10281.764705882353,51197.5
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61256,-122.33808,1.0,5,11.203665590531598,0,73399,15.13913292157373,3.2653776585196206,2,0.0,1.0,0.7024210139102712,100,14679.8,36699.5
NonResidential,Large Office,7,DOWNTOWN,47.61391,-122.33725,1.0,20,12.490691280445064,32334,233517,16.498805732861758,6.333723579312354,2,0.12162451899748355,0.8783754810025165,0.8518079676209606,47,11675.85,132925.5
NonResidential,Large Office,7,DOWNTOWN,47.61578,-122.33726,1.0,25,13.538495391247713,228668,529375,17.11201460875873,5.434813111136574,2,0.30165571082379233,0.6983442891762077,0.7687228824750048,7,21175.0,379021.5
NonResidential,Large Office,7,DOWNTOWN,47.61641,-122.34112,1.0,12,12.235631447771718,0,206000,15.96497698841798,5.403532871692347,2,0.0,1.0,0.7815533980582524,48,17166.666666666668,103000.0
NonResidential,Large Office,7,DOWNTOWN,47.61555,-122.33582,1.0,36,13.623001686238643,154972,669915,17.492414895729713,5.618732808616453,2,0.187870581061406,0.812129418938594,0.9014107386829954,7,18608.75,412443.5
NonResidential,Large Office,7,DOWNTOWN,47.61516,-122.33303,1.0,16,13.08328985341819,141600,339240,16.69846610585351,4.873134127573769,5,0.2944846518592463,0.7055153481407537,0.6483154479660594,26,21202.5,96168.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60266,-122.33332,1.0,7,11.402552407488859,0,89550,15.177322595319048,3.9448773422990935,3,0.0,1.0,0.7226353992183138,116,12792.857142857143,29850.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60219,-122.33347,1.0,6,11.400372478730898,0,89355,15.245399107521655,3.4647979630717503,2,0.0,1.0,0.9216607912260086,116,14892.5,44677.5
NonResidential,Large Office,7,DOWNTOWN,47.6036,-122.33288,1.0,15,12.871164942395943,0,388934,16.737429431358567,5.362371395338142,1,0.0,1.0,1.0,94,25928.933333333334,388934.0
NonResidential,Large Office,7,DOWNTOWN,47.60403,-122.33497,1.0,22,12.859183980806893,0,384302,16.124319840440283,4.25063580654847,3,0.0,1.0,0.9080592867068087,87,17468.272727272728,128100.66666666667
NonResidential,Large Office,7,DOWNTOWN,47.6037,-122.33447,1.0,17,12.844037399876573,84600,293925,17.030624596176914,6.846379750305701,2,0.22349910838121656,0.7765008916187834,0.6256574862954891,58,17289.70588235294,189262.5
NonResidential,Large Office,7,DOWNTOWN,47.60505,-122.33427,1.0,47,14.095454014417422,0,1323055,17.61511844465637,5.7650970544752935,3,0.0,1.0,0.7642426051827022,33,28150.106382978724,441018.3333333333
NonResidential,Large Office,7,DOWNTOWN,47.60567,-122.33511,1.0,41,13.287743908611638,129432,460489,17.01839601562984,5.144699877882437,3,0.21940564923099873,0.7805943507690013,0.7974220276952337,30,11231.439024390244,196640.33333333334
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60542,-122.33588,1.0,6,11.41961428583207,1392,89699,14.422993567281631,3.8407418034231826,2,0.015281421874828468,0.9847185781251715,0.9847185781251715,66,14949.833333333334,45545.5
NonResidential,Large Office,7,DOWNTOWN,47.60581,-122.33664,1.0,8,11.969976824549827,62993,94948,15.135459032311527,3.261935314328648,2,0.39883880689624607,0.6011611931037539,0.5371499483984525,48,11868.5,78970.5
NonResidential,Large Office,7,DOWNTOWN,47.60614,-122.33674,1.0,29,13.361857329421973,197231,438072,16.718097626463944,4.939640419938631,2,0.3104518631267285,0.6895481368732715,0.822705071438353,25,15105.931034482759,317651.5
NonResidential,Large Office,7,DOWNTOWN,47.60642,-122.33581,1.0,6,12.060133161374432,25920,146922,17.538779458047447,5.893465756225879,3,0.14996355052591384,0.8500364494740862,0.5779266613438864,58,24487.0,57614.0
NonResidential,Large Office,7,DOWNTOWN,47.60655,-122.33533,1.0,34,13.56288927612212,162604,614158,17.298362516770887,5.443802033290018,2,0.20933567810989723,0.7906643218901027,0.7802261181674696,36,18063.470588235294,388381.0
NonResidential,Large Office,7,DOWNTOWN,47.60671,-122.33456,1.0,14,12.137622483892445,23775,162993,16.081539855754816,5.386923304882061,3,0.1272969673605757,0.8727030326394243,0.9773622890430909,44,11642.357142857143,62256.0
NonResidential,Large Office,7,DOWNTOWN,47.60615,-122.33388,1.0,49,13.931901514016193,368980,754455,17.62579554522734,6.442333138669996,5,0.32843911752793886,0.6715608824720611,0.7200950655801182,47,15397.040816326531,224687.0
NonResidential,Large Office,7,DOWNTOWN,47.60549,-122.33319,1.0,37,13.866649390423195,164420,888049,17.534278468715637,5.660596577206601,11,0.15622312866222188,0.8437768713377781,0.7271957653859639,14,24001.324324324323,95679.0
NonResidential,Large Office,7,DOWNTOWN,47.60616,-122.33165,1.0,42,13.333732278806828,171500,446184,18.05712227712243,6.303808743880494,4,0.27765006054875957,0.7223499394512405,0.9415137837470292,43,10623.42857142857,154421.0
NonResidential,Large Office,7,DOWNTOWN,47.60471,-122.33261,1.0,8,12.213445399859587,0,201480,16.004005812047396,5.170199863767594,3,0.0,1.0,0.8028687710939051,109,25185.0,67160.0
Nonresidential COS,Large Office,3,DOWNTOWN,47.60501,-122.32988,1.0,63,14.119302418153973,159600,1195387,17.935785730369037,6.062086091586753,2,0.11778710792059259,0.8822128920794075,0.8790600943034877,26,18974.396825396827,677493.5
Nonresidential COS,Large Office,3,DOWNTOWN,47.60421,-122.32919,1.0,14,12.64590697371788,0,310490,16.868072118979846,5.941144463207967,3,0.0,1.0,0.8672871912138878,15,22177.85714285714,103496.66666666667
Nonresidential COS,Large Office,7,DOWNTOWN,47.60377,-122.32971,1.0,8,12.203719879946577,30660,168870,16.396818912838196,5.699138374162544,4,0.1536611035934446,0.8463388964065554,0.8039793514759686,13,21108.75,49882.5
NonResidential,Large Office,7,DOWNTOWN,47.60249,-122.32854,1.0,13,12.827299459381809,52703,319539,16.443352804407084,5.376388901968192,2,0.14158262635597274,0.8584173736440273,0.8584173736440273,10,24579.923076923078,186121.0
NonResidential,Large Office,7,DOWNTOWN,47.60193,-122.32812,1.0,7,11.64741265067898,8296,106099,14.825860050580811,4.250920869264197,1,0.07252065212640413,0.9274793478735959,0.8442851523230911,107,15157.0,114395.0
NonResidential,Retail Store,4,NORTHEAST,47.66024,-122.31278,1.0,2,11.398636318568101,0,89200,15.681439676015435,4.493903373559505,1,0.0,1.0,1.0,38,44600.0,89200.0
NonResidential,Large Office,4,NORTHEAST,47.66072,-122.31466,1.0,23,13.070113836485078,0,474546,17.163674043550994,5.289982729757979,1,0.0,1.0,1.0,45,20632.434782608696,474546.0
NonResidential,Other,4,NORTHEAST,47.6606,-122.31512,1.0,5,10.491274217438248,0,36000,17.21799011728523,5.344294052788061,1,0.0,1.0,1.0,47,7200.0,36000.0
NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.661,-122.31626,0.0,5,11.502925632891895,0,99005,15.36911615337384,4.779375562179788,1,0.0,1.0,0.8035452754911369,55,19801.0,99005.0
NonResidential,Large Office,4,NORTHEAST,47.66065,-122.31689,1.0,6,11.813407763858287,44248,90803,15.303037526640257,3.4294608469350147,2,0.32763918815854753,0.6723608118414525,0.7104205078081614,14,15133.833333333334,67525.5
NonResidential,Large Office,4,NORTHEAST,47.65999,-122.31741,1.0,5,12.304328482623069,82720,137929,15.768019671594574,3.894266283838887,2,0.37489406251557905,0.625105937484421,0.6605695017879075,14,27585.8,110324.5
NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61591,-122.33238,1.0,5,11.447426482737534,0,93660,13.679944954878726,1.8066480817218056,1,0.0,1.0,1.0,52,18732.0,93660.0
NonResidential,Large Office,7,DOWNTOWN,47.61597,-122.33086,1.0,18,12.932932609950278,64660,349055,17.002891092407403,5.129188403540065,2,0.156291166624367,0.843708833375633,0.8418113919002211,36,19391.944444444445,206857.5
NonResidential,Mixed Use Property,7,DOWNTOWN,47.6177,-122.3306,1.0,11,12.85155415444192,195621,185760,16.094394689019875,4.282482504337495,3,0.5129280168650248,0.48707198313497524,0.47936315652851086,16,16887.272727272728,127127.0
NonResidential,Large Office,7,DOWNTOWN,47.61695,-122.32965,1.0,20,13.117376965892651,118744,378769,17.10477841370593,5.284167730943595,2,0.23867517029705757,0.7613248297029425,0.7389213950188236,28,18938.45,248756.5
NonResidential,Large Office,7,DOWNTOWN,47.61431,-122.34244,1.0,24,13.206476558679071,116721,427155,17.046620993819214,5.172924197139975,2,0.2146095801248814,0.7853904198751186,0.7796703660393178,37,17798.125,271938.0
NonResidential,Mixed Use Property,7,DOWNTOWN,47.6177,-122.3545,1.0,4,11.602281590886323,38700,70647,15.921856350125278,4.5122870585080355,3,0.35391917473730417,0.6460808252626958,0.3876558113162684,36,17661.75,36449.0
NonResidential,Large Office,7,DOWNTOWN,47.6182,-122.352,1.0,6,12.890749050155561,124216,272410,16.829139624257103,4.95547488291898,2,0.31318168753435227,0.6868183124656477,0.6908321693484543,34,45401.666666666664,198313.0
NonResidential,Large Office,7,DOWNTOWN,47.61598,-122.34369,1.0,6,12.568877264566648,83591,203880,16.517772304910523,4.644102395989878,4,0.2907806352640788,0.7092193647359212,0.6672464352926034,14,33980.0,71867.75
NonResidential,Large Office,7,DOWNTOWN,47.61734,-122.34434,1.0,3,12.168526529456203,48512,144118,15.49407016025455,3.82929335782915,2,0.25184031563100245,0.7481596843689976,0.7587447438093755,69,48039.333333333336,96315.0
NonResidential,Large Office,7,DOWNTOWN,47.6176,-122.35686,1.0,8,12.44155179948549,61986,191117,17.215014773696318,5.341328962141284,4,0.244904248468015,0.755095751531985,0.6269423910423819,32,23889.625,63275.75
NonResidential,Supermarket / Grocery Store,6,NORTHWEST,47.7019,-122.36374,1.0,1,11.016659992535567,0,60880,16.475348467896282,5.951345430511155,1,0.0,1.0,1.012910643889619,60,60880.0,60880.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60227,-122.33202,1.0,5,10.823292103710079,0,50176,14.891634791801184,3.215269329274089,3,0.0,1.0,1.0030293367346939,116,10035.2,16725.333333333332
NonResidential,Large Office,7,DOWNTOWN,47.60198,-122.33174,1.0,42,12.625920491072439,0,304346,16.96234217503598,6.608405401662674,4,0.0,1.0,0.8050968305809835,104,7246.333333333333,76086.5
