BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,number_of_activities,ratio_parking,ratio_building,ratio_dominant_use,building_age,supericie_by_building,superficie_by_activity
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5678,-122.33622,1.0,1,10.479510855147508,0,35579,13.90776721687887,3.664842876285695,1,0.0,1.0,1.0,18,35579.0,35579.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.57382,-122.32672,1.0,1,10.8187777840767,0,49950,12.384092057606285,0.5128236264286637,1,0.0,1.0,1.0,41,49950.0,49950.0
SPS-District K-12,K-12 School,3,EAST,47.6315,-122.30761,1.0,3,11.036146937843293,0,62078,14.485907656748605,3.925728652484258,1,0.0,1.0,1.0,15,20692.666666666668,62078.0
NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.63927,-122.4032,1.0,2,10.026236017795181,0,22612,13.5026088778346,3.4531571205928664,1,0.0,1.0,1.0,69,11306.0,22612.0
NonResidential,Other,5,NORTH,47.72599,-122.29314,1.0,2,10.565840417922663,0,38787,14.98012451559693,4.212423850287702,2,0.0,1.0,1.0,40,19393.5,19393.5
NonResidential,Self-Storage Facility,5,NORTH,47.72356,-122.29378,2.0,2,10.827111331777076,0,50368,13.53218589486695,3.3527071725017215,1,0.0,1.0,1.0000198538754765,28,25184.0,50368.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.55302,-122.33605,1.0,1,10.326956285083867,0,30545,14.271060785076616,4.119524860752399,2,0.0,1.0,0.7708299230643313,78,30545.0,15272.5
NonResidential,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.63111,-122.35814,1.0,3,10.394855089644995,0,32691,13.787101116829124,3.3951793093365925,1,0.0,1.0,1.0262763451714538,94,10897.0,32691.0
NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.63159,-122.35839,1.0,2,10.095222992690658,0,24227,13.898636009097716,3.862622655133019,1,0.0,1.0,1.0818508275890535,53,12113.5,24227.0
NonResidential,Distribution Center,2,GREATER DUWAMISH,47.54365,-122.30785,1.0,1,10.203592144986466,0,27000,13.38671537655609,2.93651291389402,1,0.0,1.0,1.0,60,27000.0,27000.0
SPS-District K-12,K-12 School,4,LAKE UNION,47.64252,-122.32418,1.0,3,11.466891997618188,0,95501,14.91743967320981,4.142181891636261,1,0.0,1.0,1.0,17,31833.666666666668,95501.0
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64243,-122.32618,1.0,2,9.960954252184457,0,21183,12.798133755849134,0.9242589015233319,2,0.0,1.0,0.6583109096917339,59,10591.5,10591.5
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64428,-122.32627,1.0,3,10.288477807454907,3834,25558,13.535291484595085,1.8213182714695995,2,0.13044365813826891,0.869556341861731,1.0,55,8519.333333333334,14696.0
NonResidential,Large Office,4,LAKE UNION,47.6465,-122.3252,1.0,5,11.833108608882918,55504,82234,15.364122834629988,3.490428515390098,3,0.40296795365113475,0.5970320463488652,0.5648114536293543,31,16446.8,45912.666666666664
NonResidential,Residence Hall,4,LAKE UNION,47.65014,-122.34424,1.0,3,9.95788103636646,0,21118,14.124044523217073,3.676300671907076,1,0.0,1.0,1.0,28,7039.333333333333,21118.0
NonResidential,Large Office,4,LAKE UNION,47.64868,-122.34254,1.0,5,12.236242911275237,79284,126842,15.3172877557545,4.280270725719494,4,0.38463852206902577,0.6153614779309743,0.494556727438557,3,25368.4,51531.5
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64866,-122.34509,1.0,2,9.9281801651265,0,20500,14.097811773285317,2.422144328051685,1,0.0,1.0,1.0,116,10250.0,20500.0
NonResidential,Senior Care Community,6,BALLARD,47.69875,-122.36725,1.0,2,10.452648882567692,31000,3636,16.312734372406915,6.175659348283617,2,0.895022519921469,0.10497748007853101,1.0393809908765446,50,1818.0,17318.0
NonResidential,Worship Facility,4,NORTHEAST,47.67485,-122.29284,1.0,2,10.147256921643994,0,25521,13.313291644150166,2.738902664584975,1,0.0,1.0,1.0,86,12760.5,25521.0
NonResidential,K-12 School,4,NORTHEAST,47.67485,-122.29284,1.0,1,10.051476430249577,0,23190,14.349377822460198,4.22156441223282,1,0.0,1.0,1.0,30,23190.0,23190.0
NonResidential,Small- and Mid-Sized Office,6,NORTHWEST,47.68602,-122.35674,1.0,1,9.936825612146638,0,20678,13.554578167875203,3.4852321106052293,1,0.0,1.0,1.1171293161814488,56,20678.0,20678.0
NonResidential,K-12 School,6,NORTHWEST,47.68642,-122.35707,1.0,3,10.268824869553512,0,28820,14.769398955793681,4.667675391339489,1,0.0,1.0,1.1721027064538514,94,9606.666666666666,28820.0
NonResidential,Worship Facility,2,SOUTHEAST,47.51042,-122.26277,1.0,2,10.23552138255841,0,27876,14.419816347170183,4.2336716274432,1,0.0,1.0,1.607691203902999,62,13938.0,27876.0
SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.63796,-122.34897,1.0,1,10.795260156596557,0,48789,14.076572147395876,3.3813347525659037,1,0.0,1.0,1.0,91,48789.0,48789.0
SPS-District K-12,K-12 School,2,SOUTHEAST,47.55818,-122.28712,1.0,1,10.407439607358947,0,33105,14.360932516987925,4.245204117951145,1,0.0,1.0,1.0,91,33105.0,33105.0
NonResidential,Senior Care Community,2,SOUTHEAST,47.55387,-122.27875,1.0,2,10.797164509538696,7233,41649,15.729846739982387,5.460691285532295,2,0.14796857739045047,0.8520314226095496,0.8576163004787039,50,20824.5,24441.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.55374,-122.32498,1.0,1,10.013238416495247,0,22320,12.992404809035204,1.1184149159642893,1,0.0,1.0,1.0,39,22320.0,22320.0
NonResidential,Other,2,GREATER DUWAMISH,47.55297,-122.32472,1.0,1,10.760134431482768,0,47105,16.141296517301978,5.852834463938453,1,0.0,1.0,0.9621059335527015,40,47105.0,47105.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55316,-122.32616,1.0,2,10.597359470410531,0,40029,14.202074322498037,2.3282528397426234,2,0.0,1.0,0.7944240425691373,34,20014.5,20014.5
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55196,-122.32518,1.0,2,10.250758416399567,0,28304,14.054029302879833,2.180417459019838,1,0.0,1.0,0.9604649519502544,46,14152.0,28304.0
NonResidential,Other,2,GREATER DUWAMISH,47.55168,-122.32459,1.0,1,10.181119289134408,0,26400,13.02279163000612,1.1505720275988207,2,0.0,1.0,0.7787878787878788,46,26400.0,13200.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.55049,-122.32382,1.0,1,10.228465409731605,0,27680,14.391242494599165,4.171459912439625,2,0.0,1.0,0.903179190751445,48,27680.0,13840.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55145,-122.32635,1.0,2,10.160916581816888,0,25872,14.396115383978135,3.824065726669004,2,0.0,1.0,0.8995052566481138,47,12936.0,12936.0
NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.55127,-122.32576,1.0,2,10.160916581816888,0,25872,14.690709884030213,4.406231323370699,1,0.0,1.0,0.9658317872603587,47,12936.0,25872.0
NonResidential,Warehouse,2,GREATER DUWAMISH,47.55127,-122.32576,1.0,1,9.9281801651265,0,20500,12.313132139207141,0.4382549309311553,1,0.0,1.0,1.043219512195122,47,20500.0,20500.0
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6557,-122.34682,1.0,2,9.972827030614742,0,21436,13.189468017303541,1.3164082336557241,1,0.0,1.0,1.0,58,10718.0,21436.0
NonResidential,Mixed Use Property,3,NORTHEAST,47.65205,-122.3218,1.0,1,9.915070213779195,0,20233,13.353872043384142,2.8992213731731473,3,0.0,1.0,0.3580783867938516,18,20233.0,6744.333333333333
NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64904,-122.34609,1.0,3,10.355104426665436,8110,23307,13.934321731572318,3.335413641116152,2,0.25814049718305376,0.7418595028169462,0.8369672470318618,31,7769.0,15708.5
NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61179,-122.3404,1.0,6,10.748926543438332,0,46580,13.473408025934987,1.599387576580599,1,0.0,1.0,1.0,88,7763.333333333333,46580.0
NonResidential,Retail Store,7,DOWNTOWN,47.61165,-122.34011,1.0,2,10.16277015046621,0,25920,13.078808681203661,1.205970806988609,1,0.0,1.0,1.0,100,12960.0,25920.0
NonResidential,Retail Store,7,DOWNTOWN,47.61236,-122.34144,1.0,2,10.16277015046621,0,25920,13.827110517530516,2.6181254935742233,1,0.0,1.0,1.5,97,12960.0,25920.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61297,-122.34324,1.0,2,10.16277015046621,0,25920,14.39987547257256,3.8390221125436557,1,0.0,1.0,0.925733024691358,97,12960.0,25920.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61098,-122.32766,1.0,4,10.590616660770511,0,39760,14.723349675348624,5.010035114024223,1,0.0,1.0,1.0,91,9940.0,39760.0
NonResidential,Other,3,EAST,47.61109,-122.32721,1.0,3,10.340806561758198,0,30971,14.853375883999282,4.552296696381023,1,0.0,1.0,1.0,96,10323.666666666666,30971.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61063,-122.32741,1.0,3,10.028665401264357,0,22667,15.141825323568531,5.000921601908617,1,0.0,1.0,1.0,70,7555.666666666667,22667.0
NonResidential,Warehouse,6,LAKE UNION,47.64965,-122.34913,1.0,2,10.429398813720159,0,33840,14.616452501496541,4.1089047135534305,3,0.0,1.0,0.5537825059101655,89,16920.0,11280.0
NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65114,-122.34954,1.0,5,10.426439356099959,6010,27730,14.071241524521668,2.1972245773362196,3,0.17812685240071133,0.8218731475992886,0.4714878482513337,15,5546.0,11246.666666666666
NonResidential,Retail Store,6,LAKE UNION,47.65115,-122.35024,1.0,2,9.92896034850916,0,20516,13.837073032878665,3.7386215460087504,2,0.0,1.0,0.4949795281731332,105,10258.0,10258.0
NonResidential,Retail Store,6,LAKE UNION,47.65019,-122.35013,1.0,3,10.221213746336286,0,27480,14.010383227311454,2.136530508663963,2,0.0,1.0,0.8085152838427948,110,9160.0,13740.0
NonResidential,Mixed Use Property,6,LAKE UNION,47.65061,-122.35159,1.0,1,10.757008864157203,0,46958,14.41372481879836,3.411807560774171,4,0.0,1.0,0.8584905660377359,69,46958.0,11739.5
NonResidential,Distribution Center,6,LAKE UNION,47.65214,-122.356,1.0,1,10.186106830645446,0,26532,14.475216899669604,4.197652973753796,1,0.0,1.0,1.0,32,26532.0,26532.0
NonResidential,Other,6,LAKE UNION,47.65138,-122.35565,1.0,1,10.33299465512453,0,30730,14.930801399740169,4.297557478047431,1,0.0,1.0,1.0,47,30730.0,30730.0
NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,47.65297,-122.35839,1.0,2,10.480100916840122,0,35600,14.591685409834737,2.9090844668283187,2,0.0,1.0,1.034803370786517,30,17800.0,17800.0
NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,1.0,3,11.03488966402723,0,62000,14.403110608232744,4.410857016341759,2,0.0,1.0,0.9225806451612903,67,20666.666666666668,31000.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,1.0,2,10.069001991013701,0,23600,13.56222822140714,1.6882490928583902,1,0.0,1.0,1.0,35,11800.0,23600.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,10.598308331848083,0,40067,14.650041300146492,2.7763317085186157,1,0.0,1.0,1.0,30,13355.666666666666,40067.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,10.181838727246433,6922,19497,13.887820986933407,2.0135687975291283,1,0.26200840304326434,0.7379915969567357,1.0,27,6499.0,26419.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,1.0,3,10.13705656933392,0,25262,14.200471042434474,3.1717842173343502,1,0.0,1.0,1.0,37,8420.666666666666,25262.0
NonResidential,Other,6,LAKE UNION,47.64975,-122.35289,0.0,3,10.879988702809266,0,53103,15.40023745263863,3.6407390787860012,1,0.0,1.0,0.7292055062802478,20,17701.0,53103.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1.0,3,10.43722860087286,0,34106,14.297428630628653,2.4239173781615704,1,0.0,1.0,0.959919075822436,36,11368.666666666666,34106.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,1.0,3,10.450018100922895,0,34545,14.654479003461095,2.7806808921371173,1,0.0,1.0,1.0,36,11515.0,34545.0
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1.0,3,11.160470177175679,0,70296,14.838704554846265,2.9647574692545606,1,0.0,1.0,1.0,36,23432.0,70296.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59979,-122.33339,1.0,4,10.234157272787346,0,27838,14.012317628777325,2.138889000323256,1,0.0,1.0,1.0,114,6959.5,27838.0
NonResidential,Distribution Center,1,DELRIDGE,47.55105,-122.34695,2.0,2,10.25301702831399,0,28368,14.434058443768237,3.401863826205316,2,0.0,1.0,1.2443598420755781,45,14184.0,14184.0
NonResidential,Other,5,NORTHWEST,47.72471,-122.3412,1.0,2,11.430413043395765,0,92080,15.455495231050193,4.844974178195408,1,0.0,1.0,1.0005321459600347,52,46040.0,92080.0
NonResidential,Other,5,NORTHWEST,47.72288,-122.34065,1.0,1,9.915218475411827,0,20236,14.491095547076263,3.9035875266070446,1,0.0,1.0,1.0,55,20236.0,20236.0
NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.72004,-122.34418,1.0,2,10.591999004691544,0,39815,14.533643356964673,3.6943643843445058,2,0.0,1.0,0.6811000879065678,65,19907.5,19907.5
Nonresidential COS,Other,5,NORTHWEST,47.72299,-122.34293,1.0,4,10.14866653071095,0,25557,14.63984059424362,2.766319109226186,1,0.0,1.0,1.0,46,6389.25,25557.0
Nonresidential COS,Other,5,NORTHWEST,47.72134,-122.34102,1.0,2,10.203369898069226,0,26994,14.939404960229636,4.809986820609417,2,0.0,1.0,0.6017263095502704,58,13497.0,13497.0
NonResidential,Warehouse,5,NORTHWEST,47.72183,-122.34328,1.0,1,10.78128690522831,0,48112,14.211562080312513,2.337952236831337,1,0.0,1.0,1.0,44,48112.0,48112.0
NonResidential,Other,5,NORTHWEST,47.72065,-122.34318,1.0,1,9.947934967271424,0,20909,14.004500870759912,3.492256112609122,2,0.0,1.0,0.9110909177865991,7,20909.0,10454.5
NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.73387,-122.34722,1.0,2,10.66412981679203,16518,26275,14.387725781464704,2.513656063073986,2,0.3859977099058257,0.6140022900941743,0.6140022900941743,15,13137.5,21396.5
NonResidential,Other,5,NORTHWEST,47.72644,-122.34338,1.0,2,10.714417768752456,0,45000,15.592505905282637,5.174962587517932,1,0.0,1.0,1.0,9,22500.0,45000.0
NonResidential,Retail Store,5,NORTHWEST,47.72337,-122.34373,1.0,1,10.170265140870399,0,26115,14.339867790166505,3.6038660797869797,1,0.0,1.0,1.0,18,26115.0,26115.0
NonResidential,Worship Facility,4,NORTHEAST,47.6702,-122.32066,1.0,1,10.167120242980383,0,26033,13.954524612045038,3.813969064952758,2,0.0,1.0,1.1540736757192793,67,26033.0,13016.5
NonResidential,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,1.0,4,10.792612616337514,0,48660,14.447588459268566,4.126811752359602,1,0.0,1.0,1.0166050143855323,9,12165.0,48660.0
NonResidential,Senior Care Community,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,1.0,2,10.748045949732441,0,46539,15.501918678159155,5.195065736737562,1,0.0,1.0,1.0,46,23269.5,46539.0
NonResidential,Residence Hall,7,DOWNTOWN,47.61283,-122.34392,1.0,4,10.302129435296166,0,29796,14.618973854884475,4.376762804998783,1,0.0,1.0,1.0,107,7449.0,29796.0
NonResidential,Retail Store,7,DOWNTOWN,47.6123,-122.34395,1.0,2,10.181119289134408,0,26400,13.798970395537422,2.840247370713596,3,0.0,1.0,0.5465151515151515,96,13200.0,8800.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61185,-122.3434,1.0,3,10.549228610698803,0,38148,14.048410956068283,2.174751721484161,2,0.0,1.0,0.9922669602600398,98,12716.0,19074.0
NonResidential,Mixed Use Property,7,LAKE UNION,47.62231,-122.34145,1.0,2,10.268130666124037,0,28800,13.03233581994852,2.547098670044448,2,0.0,1.0,0.5,88,14400.0,14400.0
NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,1.0,5,10.371770953036444,0,31945,14.406884115601704,2.532902848056256,2,0.0,1.0,1.0,61,6389.0,15972.5
NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,1.0,5,11.361672250100924,33055,52908,15.31534809031599,3.441699324971485,2,0.38452590067819875,0.6154740993218012,0.6154740993218012,31,10581.6,42981.5
NonResidential,Retail Store,7,DOWNTOWN,47.60683,-122.33771,1.0,4,10.453918430894479,0,34680,13.97247060923802,3.2726061472891685,1,0.0,1.0,1.0,116,8670.0,34680.0
NonResidential,Worship Facility,7,DOWNTOWN,47.60867,-122.33265,1.0,3,11.226016426983632,34510,40548,15.536015134978717,5.513307771105859,1,0.45977777185643104,0.540222228143569,1.0,48,13516.0,75058.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61119,-122.33581,1.0,3,10.963359012887807,0,57720,10.090195309209124,-1.7719568419318752,1,0.0,1.0,0.4331254331254331,113,19240.0,57720.0
NonResidential,Retail Store,7,DOWNTOWN,47.61103,-122.33549,1.0,1,10.505177122607238,0,36504,14.55791576941742,3.033028058297688,1,0.0,1.0,0.4437869822485207,101,36504.0,36504.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61091,-122.33667,1.0,6,10.468801361586188,0,35200,14.913525418207556,3.039749158970765,1,0.0,1.0,1.0,109,5866.666666666667,35200.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60961,-122.33566,1.0,5,10.486819867088867,0,35840,14.24648136265456,3.8784662218993033,1,0.0,1.0,1.0,109,7168.0,35840.0
NonResidential,Other,7,DOWNTOWN,47.60985,-122.33527,1.0,2,10.16277015046621,0,25920,14.10326672142125,2.2300144001592104,1,0.0,1.0,0.8962191358024691,75,12960.0,25920.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60952,-122.33558,1.0,4,10.326301298978905,0,30525,14.874390189124618,4.298780886070615,2,0.0,1.0,0.5113513513513513,88,7631.25,15262.5
NonResidential,Other,7,EAST,47.61186,-122.32857,1.0,4,10.804522504518832,0,49243,15.952770788510076,4.618481200047763,1,0.0,1.0,1.0617549702495785,52,12310.75,49243.0
NonResidential,Other,3,EAST,47.6097,-122.325,0.0,3,9.923829250194043,0,20411,14.515869607865483,4.265914077990263,1,0.0,1.0,1.0,104,6803.666666666667,20411.0
NonResidential,Medical Office,3,EAST,47.61065,-122.32125,1.0,2,10.337054090755167,10285,20570,14.896215547067309,4.449101000338202,1,0.3333333333333333,0.6666666666666666,0.699108734402852,54,10285.0,30855.0
NonResidential,Small- and Mid-Sized Office,3,EAST,47.61194,-122.32177,1.0,3,11.205707129744088,0,73549,14.855416352781738,4.67702562308852,2,0.0,1.0,0.5660444057703028,106,24516.333333333332,36774.5
NonResidential,Other,3,EAST,47.60865694,-122.3205368,1.0,5,10.731602593506558,11400,34380,16.198207925442798,6.136430317358168,2,0.2490170380078637,0.7509829619921363,1.0,28,6876.0,22890.0
NonResidential,Medical Office,3,EAST,47.60865416,-122.3205904,0.0,3,10.574261304119181,0,39115,15.133340970192991,4.095011006765261,1,0.0,1.0,1.278281989006775,53,13038.333333333334,39115.0
NonResidential,Other,7,EAST,47.60901,-122.32994,1.0,3,10.546340939041606,0,38038,13.917426711110124,4.018363041199472,3,0.0,1.0,0.943424996056575,100,12679.333333333334,12679.333333333334
NonResidential,Worship Facility,7,EAST,47.60821,-122.3296,1.0,3,10.539958555902517,0,37796,14.718101271686475,4.815512145465092,2,0.0,1.0,1.4022647899248597,54,12598.666666666666,18898.0
Nonresidential COS,Small- and Mid-Sized Office,6,Ballard,47.66256,-122.36483,1.0,1,10.230774879580268,0,27744,15.493681868224947,3.6200651381135764,3,0.0,1.0,0.6624855824682814,23,27744.0,9248.0
NonResidential,Warehouse,6,BALLARD,47.66388,-122.36831,1.0,1,10.50353211483375,0,36444,11.991090039181595,0.11332868530700327,1,0.0,1.0,1.0,56,36444.0,36444.0
NonResidential,Warehouse,6,BALLARD,47.65907,-122.36783,1.0,1,10.223866701574616,0,27553,13.781619825195586,3.4534735262275262,1,0.0,1.0,1.0,66,27553.0,27553.0
NonResidential,Distribution Center,6,BALLARD,47.6583,-122.36638,3.0,1,10.956230407545783,0,57310,14.041646029019537,3.5516268606875596,1,0.0,1.0,1.0,65,57310.0,57310.0
NonResidential,Mixed Use Property,7,LAKE UNION,47.62296,-122.33884,1.0,2,10.16277015046621,0,25920,13.804529991600702,2.8075938314384716,5,0.0,1.0,0.3900077160493827,96,12960.0,5184.0
NonResidential,Restaurant,7,LAKE UNION,47.62354,-122.33808,1.0,3,10.613639331911896,0,40686,14.560335871351958,4.290459441148391,1,0.0,1.0,1.0,97,13562.0,40686.0
NonResidential,Retail Store,7,LAKE UNION,47.62399,-122.33804,1.0,2,10.720421929870149,0,45271,14.753078711443608,4.415461410760119,1,0.0,1.0,1.0,52,22635.5,45271.0
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62437,-122.33802,1.0,3,10.253439950714034,12180,16200,14.131935596312836,3.5771095532709265,1,0.42917547568710357,0.5708245243128964,1.0,96,5400.0,28380.0
NonResidential,Large Office,7,LAKE UNION,47.62296,-122.3362,1.0,5,13.138551637600854,0,508160,17.149612267318457,6.189351827006027,3,0.0,1.0,0.649106580604534,7,101632.0,169386.66666666666
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62353,-122.33622,1.0,3,10.172598239402474,0,26176,13.781857983911781,3.4685444551217657,1,0.0,1.0,0.9065556234718827,90,8725.333333333334,26176.0
NonResidential,Small- and Mid-Sized Office,3,LAKE UNION,47.62799,-122.33132,1.0,1,10.53847581892254,0,37740,15.822692447140893,4.297013260346925,2,0.0,1.0,0.9931372549019608,90,37740.0,18870.0
Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,10.165851817003619,0,26000,15.478959742735118,5.215424768458471,1,0.0,1.0,1.9171923076923076,55,26000.0,26000.0
NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,1.0,3,10.053673239300013,0,23241,13.513338003754182,3.027230940613362,1,0.0,1.0,1.0,7,7747.0,23241.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1.0,1,11.956296319477625,0,155795,16.687549627674215,5.544513161392399,1,0.0,1.0,1.0,54,155795.0,155795.0
Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,9.953134492425542,0,21018,14.381470465066212,3.2035591207563074,1,0.0,1.0,1.0,14,21018.0,21018.0
Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,10.326563344903953,0,30533,15.590973795300405,5.2581201767966235,1,0.0,1.0,0.9377067435234009,18,30533.0,30533.0
NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1.0,2,10.433262498460529,0,33971,16.68830902840521,6.261396259920951,1,0.0,1.0,1.4718436313326073,55,16985.5,33971.0
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62055,-122.33881,1.0,4,10.546340939041606,0,38038,14.510559803451283,2.6369121732688705,2,0.0,1.0,1.0,17,9509.5,19019.0
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62028,-122.33717,1.0,4,11.075907768348957,24596,40000,14.741445930408727,4.354141431184346,2,0.38076661093566166,0.6192333890643383,0.6438633971143725,9,10000.0,32298.0
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62038,-122.33759,1.0,3,10.63262909331945,6062,35404,16.033674588931564,5.455449312268332,3,0.14619206096561038,0.8538079390343897,0.8538079390343897,88,11801.333333333334,13822.0
NonResidential,Large Office,7,LAKE UNION,47.62004,-122.33807,1.0,6,11.780736407779598,100800,29910,15.820958755535727,4.460260014192283,4,0.7711728253385357,0.22882717466146432,0.9222553744931528,3,4985.0,32677.5
NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62054,-122.33807,1.0,4,10.48514435706271,0,35780,14.464058175258673,2.5900171341906173,3,0.0,1.0,0.6243991056456121,90,8945.0,11926.666666666666
NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1.0,4,10.131897213522837,7308,17824,13.244145849088063,1.3711807233098425,3,0.290784657010982,0.709215342989018,0.32074645869807417,52,4456.0,8377.333333333334
NonResidential,Other,7,DOWNTOWN,47.60849,-122.33924,1.0,2,10.16277015046621,0,25920,14.04485454677451,2.1713368063840917,3,0.0,1.0,0.458641975308642,100,12960.0,8640.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60994,-122.33997,1.0,4,10.772393132748352,0,47686,14.543865723943586,4.350019838538795,2,0.0,1.0,0.5347481441093822,97,11921.5,23843.0
NonResidential,Other,7,DOWNTOWN,47.60711,-122.33886,1.0,3,10.814966727413061,0,49760,10.698593218405485,-1.171182981502945,1,0.0,1.0,0.4826969453376206,116,16586.666666666668,49760.0
Campus,Mixed Use Property,7,DOWNTOWN,47.60805,-122.33978,1.0,2,10.805273598207402,0,49280,15.508758319629461,4.587820547652979,6,0.0,1.0,0.31684253246753247,116,24640.0,8213.333333333334
Campus,Restaurant,7,DOWNTOWN,47.60895,-122.34052,1.0,2,10.141716741268379,0,25380,15.747257161601162,5.388112365664251,3,0.0,1.0,0.6743104806934594,104,12690.0,8460.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60836,-122.34157,1.0,6,10.614351853901232,0,40715,14.854999945626934,3.804215052793841,3,0.0,1.0,0.5132015227803021,101,6785.833333333333,13571.666666666666
NonResidential,Mixed Use Property,7,DOWNTOWN,47.61113,-122.34556,1.0,4,11.315266895166037,34800,47265,14.356165360038265,2.482403519569882,3,0.42405410345457867,0.5759458965454213,0.439115335404862,26,11816.25,27355.0
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61041,-122.34214,1.0,4,10.495708814506113,0,36160,14.437256724251846,2.563409711275944,1,0.0,1.0,1.0,106,9040.0,36160.0
NonResidential,Mixed Use Property,7,DOWNTOWN,47.61014,-122.34251,1.0,1,10.452100169862778,0,34617,15.451902816024129,4.9652194305657735,8,0.0,1.0,0.1864690758875697,98,34617.0,4327.125
NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6123,-122.34611,1.0,5,11.11095424611632,0,66900,14.306650636579704,2.6483001966964363,1,0.0,1.0,1.0171599402092675,107,13380.0,66900.0
